gene	transcript_biotype	SVTYPE	SVLEN	category	sv	cell_line	sample	location
RNU6-1275P	snRNA	INVt2t	13706967	Inversion	INVt2t:chr2:143664991-157371958	HAP1	C516R_G1_D101	Within variant
ORC4	protein_coding	INVh2h	13706984	Inversion	INVh2h:chr2:143664991-157371975	HAP1	C516R_G1_D101	Within variant
ORC4	protein_coding	INVt2t	13706967	Inversion	INVt2t:chr2:143664991-157371958	HAP1	C516R_G1_D101	Within variant
RNU6-1044P	snRNA	INVh2h	9972058	Inversion	INVh2h:chrX:68220355-78192413	HAP1	C516R_G1_D21	Within variant
RNU6-1044P	snRNA	INVt2t	9972041	Inversion	INVt2t:chrX:68220355-78192396	HAP1	C516R_G1_D21	Within variant
CDX4	protein_coding	INVh2h	9972058	Inversion	INVh2h:chrX:68220355-78192413	HAP1	C516R_G1_D21	Within variant
CDX4	protein_coding	INVt2t	9972041	Inversion	INVt2t:chrX:68220355-78192396	HAP1	C516R_G1_D21	Within variant
FTX	lncRNA	INVh2h	9972058	Inversion	INVh2h:chrX:68220355-78192413	HAP1	C516R_G1_D21	Within variant
FTX	lncRNA	INVt2t	9972041	Inversion	INVt2t:chrX:68220355-78192396	HAP1	C516R_G1_D21	Within variant
MBD5	protein_coding	INVh2h	13706984	Inversion	INVh2h:chr2:143664991-157371975	HAP1	C516R_G1_D101	Within variant
MBD5	protein_coding	INVt2t	13706967	Inversion	INVt2t:chr2:143664991-157371958	HAP1	C516R_G1_D101	Within variant
GSK3B	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
ALPK1	protein_coding	INVh2h	36775038	Inversion	INVh2h:chr4:106900927-143675965	HAP1	C516R_G1_A31	Within variant
ALPK1	protein_coding	INVt2t	36093528	Inversion	INVt2t:chr4:106900927-142994455	HAP1	C516R_G1_A31	Within variant
RAB6B	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
MIR421	miRNA	INVh2h	9972058	Inversion	INVh2h:chrX:68220355-78192413	HAP1	C516R_G1_D21	Within variant
MIR421	miRNA	INVt2t	9972041	Inversion	INVt2t:chrX:68220355-78192396	HAP1	C516R_G1_D21	Within variant
MIR374B	miRNA	INVh2h	9972058	Inversion	INVh2h:chrX:68220355-78192413	HAP1	C516R_G1_D21	Within variant
MIR374B	miRNA	INVt2t	9972041	Inversion	INVt2t:chrX:68220355-78192396	HAP1	C516R_G1_D21	Within variant
MIR374C	miRNA	INVh2h	9972058	Inversion	INVh2h:chrX:68220355-78192413	HAP1	C516R_G1_D21	Within variant
MIR374C	miRNA	INVt2t	9972041	Inversion	INVt2t:chrX:68220355-78192396	HAP1	C516R_G1_D21	Within variant
MIR545	miRNA	INVh2h	9972058	Inversion	INVh2h:chrX:68220355-78192413	HAP1	C516R_G1_D21	Within variant
MIR545	miRNA	INVt2t	9972041	Inversion	INVt2t:chrX:68220355-78192396	HAP1	C516R_G1_D21	Within variant
MIR374A	miRNA	INVh2h	9972058	Inversion	INVh2h:chrX:68220355-78192413	HAP1	C516R_G1_D21	Within variant
MIR374A	miRNA	INVt2t	9972041	Inversion	INVt2t:chrX:68220355-78192396	HAP1	C516R_G1_D21	Within variant
ZCCHC13	protein_coding	INVh2h	9972058	Inversion	INVh2h:chrX:68220355-78192413	HAP1	C516R_G1_D21	Within variant
ZCCHC13	protein_coding	INVt2t	9972041	Inversion	INVt2t:chrX:68220355-78192396	HAP1	C516R_G1_D21	Within variant
TSIX	lncRNA	INVh2h	9972058	Inversion	INVh2h:chrX:68220355-78192413	HAP1	C516R_G1_D21	Within variant
TSIX	lncRNA	INVt2t	9972041	Inversion	INVt2t:chrX:68220355-78192396	HAP1	C516R_G1_D21	Within variant
XIST	lncRNA	INVh2h	9972058	Inversion	INVh2h:chrX:68220355-78192413	HAP1	C516R_G1_D21	Within variant
XIST	lncRNA	INVt2t	9972041	Inversion	INVt2t:chrX:68220355-78192396	HAP1	C516R_G1_D21	Within variant
C3orf36	lncRNA	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
C3orf62	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
C3orf62	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
MIR4271	miRNA	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
MIR4271	miRNA	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
USP4	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
USP4	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
H2BW2	protein_coding	INVh2h	31579108	Inversion	INVh2h:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
H2BW2	protein_coding	INVt2t	31579108	Inversion	INVt2t:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
H2BW2	protein_coding	INVh2h	38232184	Inversion	INVh2h:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
H2BW2	protein_coding	INVt2t	38232167	Inversion	INVt2t:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
RHOA-IT1	lncRNA	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
RHOA-IT1	lncRNA	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
PCBP4	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
PCBP4	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
PAK3	protein_coding	INVh2h	38232184	Inversion	INVh2h:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
PAK3	protein_coding	INVt2t	38232167	Inversion	INVt2t:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
EGF	protein_coding	INVh2h	36775038	Inversion	INVh2h:chr4:106900927-143675965	HAP1	C516R_G1_A31	Within variant
EGF	protein_coding	INVt2t	36093528	Inversion	INVt2t:chr4:106900927-142994455	HAP1	C516R_G1_A31	Within variant
ENPEP	protein_coding	INVh2h	36775038	Inversion	INVh2h:chr4:106900927-143675965	HAP1	C516R_G1_A31	Within variant
ENPEP	protein_coding	INVt2t	36093528	Inversion	INVt2t:chr4:106900927-142994455	HAP1	C516R_G1_A31	Within variant
YAF2	protein_coding	INVt2t	7297656	Inversion	INVt2t:chr12:41084043-48381699	HEK293T	F3R_c5	Within variant
PPHLN1	protein_coding	INVt2t	7297656	Inversion	INVt2t:chr12:41084043-48381699	HEK293T	F3R_c5	Within variant
PANCR	lncRNA	INVh2h	36775038	Inversion	INVh2h:chr4:106900927-143675965	HAP1	C516R_G1_A31	Within variant
PANCR	lncRNA	INVt2t	36093528	Inversion	INVt2t:chr4:106900927-142994455	HAP1	C516R_G1_A31	Within variant
ERMN	protein_coding	INVh2h	13706984	Inversion	INVh2h:chr2:143664991-157371975	HAP1	C516R_G1_D101	Within variant
ERMN	protein_coding	INVt2t	13706967	Inversion	INVt2t:chr2:143664991-157371958	HAP1	C516R_G1_D101	Within variant
XRN1	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
ZCRB1	protein_coding	INVt2t	7297656	Inversion	INVt2t:chr12:41084043-48381699	HEK293T	F3R_c5	Within variant
POPDC2	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
MIR7851	miRNA	INVt2t	7297656	Inversion	INVt2t:chr12:41084043-48381699	HEK293T	F3R_c5	Within variant
RNU6-249P	snRNA	INVt2t	7297656	Inversion	INVt2t:chr12:41084043-48381699	HEK293T	F3R_c5	Within variant
COX17	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
CACNA2D2	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
CACNA2D2	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
ALG13	protein_coding	INVh2h	38232184	Inversion	INVh2h:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
ALG13	protein_coding	INVt2t	38232167	Inversion	INVt2t:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
ARIH2	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
ARIH2	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
NHSL2	protein_coding	INVh2h	9972058	Inversion	INVh2h:chrX:68220355-78192413	HAP1	C516R_G1_D21	Within variant
NHSL2	protein_coding	INVt2t	9972041	Inversion	INVt2t:chrX:68220355-78192396	HAP1	C516R_G1_D21	Within variant
RNU2-68P	snRNA	INVh2h	9972058	Inversion	INVh2h:chrX:68220355-78192413	HAP1	C516R_G1_D21	Within variant
RNU2-68P	snRNA	INVt2t	9972041	Inversion	INVt2t:chrX:68220355-78192396	HAP1	C516R_G1_D21	Within variant
PCDH19	protein_coding	INVh2h	31579108	Inversion	INVh2h:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
PCDH19	protein_coding	INVt2t	31579108	Inversion	INVt2t:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
PCDH19	protein_coding	INVh2h	38232184	Inversion	INVh2h:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
PCDH19	protein_coding	INVt2t	38232167	Inversion	INVt2t:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
TSPAN6	protein_coding	INVh2h	31579108	Inversion	INVh2h:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
TSPAN6	protein_coding	INVt2t	31579108	Inversion	INVt2t:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
TSPAN6	protein_coding	INVh2h	38232184	Inversion	INVh2h:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
TSPAN6	protein_coding	INVt2t	38232167	Inversion	INVt2t:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
LINC00630	lncRNA	INVh2h	31579108	Inversion	INVh2h:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
LINC00630	lncRNA	INVt2t	31579108	Inversion	INVt2t:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
LINC00630	lncRNA	INVh2h	38232184	Inversion	INVh2h:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
LINC00630	lncRNA	INVt2t	38232167	Inversion	INVt2t:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
ANAPC13	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
RAB40AL	protein_coding	INVh2h	31579108	Inversion	INVh2h:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
RAB40AL	protein_coding	INVt2t	31579108	Inversion	INVt2t:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
RAB40AL	protein_coding	INVh2h	38232184	Inversion	INVh2h:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
RAB40AL	protein_coding	INVt2t	38232167	Inversion	INVt2t:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
BEX1	protein_coding	INVh2h	31579108	Inversion	INVh2h:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
BEX1	protein_coding	INVt2t	31579108	Inversion	INVt2t:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
BEX1	protein_coding	INVh2h	38232184	Inversion	INVh2h:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
BEX1	protein_coding	INVt2t	38232167	Inversion	INVt2t:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
AMOTL2	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
NXF3	protein_coding	INVh2h	31579108	Inversion	INVh2h:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
NXF3	protein_coding	INVt2t	31579108	Inversion	INVt2t:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
NXF3	protein_coding	INVh2h	38232184	Inversion	INVh2h:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
NXF3	protein_coding	INVt2t	38232167	Inversion	INVt2t:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
TCEAL7	protein_coding	INVh2h	31579108	Inversion	INVh2h:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
TCEAL7	protein_coding	INVt2t	31579108	Inversion	INVt2t:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
TCEAL7	protein_coding	INVh2h	38232184	Inversion	INVh2h:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
TCEAL7	protein_coding	INVt2t	38232167	Inversion	INVt2t:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
TCEAL9	protein_coding	INVh2h	31579108	Inversion	INVh2h:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
TCEAL9	protein_coding	INVt2t	31579108	Inversion	INVt2t:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
TCEAL9	protein_coding	INVh2h	38232184	Inversion	INVh2h:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
TCEAL9	protein_coding	INVt2t	38232167	Inversion	INVt2t:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
BEX3	protein_coding	INVh2h	31579108	Inversion	INVh2h:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
BEX3	protein_coding	INVt2t	31579108	Inversion	INVt2t:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
BEX3	protein_coding	INVh2h	38232184	Inversion	INVh2h:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
BEX3	protein_coding	INVt2t	38232167	Inversion	INVt2t:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
SLC41A3	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
RAB40A	protein_coding	INVh2h	31579108	Inversion	INVh2h:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
RAB40A	protein_coding	INVt2t	31579108	Inversion	INVt2t:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
RAB40A	protein_coding	INVh2h	38232184	Inversion	INVh2h:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
RAB40A	protein_coding	INVt2t	38232167	Inversion	INVt2t:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
IL1RAPL2	protein_coding	INVh2h	31579108	Inversion	INVh2h:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
IL1RAPL2	protein_coding	INVt2t	31579108	Inversion	INVt2t:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
IL1RAPL2	protein_coding	INVh2h	38232184	Inversion	INVh2h:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
IL1RAPL2	protein_coding	INVt2t	38232167	Inversion	INVt2t:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
TEX13A	protein_coding	INVh2h	31579108	Inversion	INVh2h:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
TEX13A	protein_coding	INVt2t	31579108	Inversion	INVt2t:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
TEX13A	protein_coding	INVh2h	38232184	Inversion	INVh2h:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
TEX13A	protein_coding	INVt2t	38232167	Inversion	INVt2t:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
RNU6-207P	snRNA	INVh2h	31579108	Inversion	INVh2h:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
RNU6-207P	snRNA	INVt2t	31579108	Inversion	INVt2t:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
RNU6-207P	snRNA	INVh2h	38232184	Inversion	INVh2h:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
RNU6-207P	snRNA	INVt2t	38232167	Inversion	INVt2t:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
NRK	protein_coding	INVh2h	31579108	Inversion	INVh2h:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
NRK	protein_coding	INVt2t	31579108	Inversion	INVt2t:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
NRK	protein_coding	INVh2h	38232184	Inversion	INVh2h:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
NRK	protein_coding	INVt2t	38232167	Inversion	INVt2t:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
SERPINA7	protein_coding	INVh2h	31579108	Inversion	INVh2h:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
SERPINA7	protein_coding	INVt2t	31579108	Inversion	INVt2t:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
SERPINA7	protein_coding	INVh2h	38232184	Inversion	INVh2h:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
SERPINA7	protein_coding	INVt2t	38232167	Inversion	INVt2t:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
SMIM43	protein_coding	INVh2h	36775038	Inversion	INVh2h:chr4:106900927-143675965	HAP1	C516R_G1_A31	Within variant
SMIM43	protein_coding	INVt2t	36093528	Inversion	INVt2t:chr4:106900927-142994455	HAP1	C516R_G1_A31	Within variant
TMEM108	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
SLC12A8	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
GLA	protein_coding	INVh2h	31579108	Inversion	INVh2h:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
GLA	protein_coding	INVt2t	31579108	Inversion	INVt2t:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
GLA	protein_coding	INVh2h	38232184	Inversion	INVh2h:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
GLA	protein_coding	INVt2t	38232167	Inversion	INVt2t:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
TCEAL6	protein_coding	INVh2h	31579108	Inversion	INVh2h:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
TCEAL6	protein_coding	INVt2t	31579108	Inversion	INVt2t:chrX:74996623-106575731	HEK293T	F3R_c4	Within variant
TCEAL6	protein_coding	INVh2h	38232184	Inversion	INVh2h:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
TCEAL6	protein_coding	INVt2t	38232167	Inversion	INVt2t:chrX:75250635-113482819	HEK293T	F3R_c5t8	Within variant
MIR363	miRNA	INVh2h	6586627	Inversion	INVh2h:chrX:129856234-136442861	HAP1	C516R_c8	Within variant
MIR363	miRNA	INVt2t	6586627	Inversion	INVt2t:chrX:129856234-136442861	HAP1	C516R_c8	Within variant
MIR92A2	miRNA	INVh2h	6586627	Inversion	INVh2h:chrX:129856234-136442861	HAP1	C516R_c8	Within variant
MIR92A2	miRNA	INVt2t	6586627	Inversion	INVt2t:chrX:129856234-136442861	HAP1	C516R_c8	Within variant
MIR19B2	miRNA	INVh2h	6586627	Inversion	INVh2h:chrX:129856234-136442861	HAP1	C516R_c8	Within variant
MIR19B2	miRNA	INVt2t	6586627	Inversion	INVt2t:chrX:129856234-136442861	HAP1	C516R_c8	Within variant
MIR20B	miRNA	INVh2h	6586627	Inversion	INVh2h:chrX:129856234-136442861	HAP1	C516R_c8	Within variant
MIR20B	miRNA	INVt2t	6586627	Inversion	INVt2t:chrX:129856234-136442861	HAP1	C516R_c8	Within variant
MIR18B	miRNA	INVh2h	6586627	Inversion	INVh2h:chrX:129856234-136442861	HAP1	C516R_c8	Within variant
MIR18B	miRNA	INVt2t	6586627	Inversion	INVt2t:chrX:129856234-136442861	HAP1	C516R_c8	Within variant
MIR106A	miRNA	INVh2h	6586627	Inversion	INVh2h:chrX:129856234-136442861	HAP1	C516R_c8	Within variant
MIR106A	miRNA	INVt2t	6586627	Inversion	INVt2t:chrX:129856234-136442861	HAP1	C516R_c8	Within variant
SAGE1	protein_coding	INVh2h	6586627	Inversion	INVh2h:chrX:129856234-136442861	HAP1	C516R_c8	Within variant
SAGE1	protein_coding	INVt2t	6586627	Inversion	INVt2t:chrX:129856234-136442861	HAP1	C516R_c8	Within variant
MIR1973	miRNA	INVh2h	36775038	Inversion	INVh2h:chr4:106900927-143675965	HAP1	C516R_G1_A31	Within variant
MIR1973	miRNA	INVt2t	36093528	Inversion	INVt2t:chr4:106900927-142994455	HAP1	C516R_G1_A31	Within variant
KIF5C-AS1	lncRNA	INVh2h	13706984	Inversion	INVh2h:chr2:143664991-157371975	HAP1	C516R_G1_D101	Within variant
KIF5C-AS1	lncRNA	INVt2t	13706967	Inversion	INVt2t:chr2:143664991-157371958	HAP1	C516R_G1_D101	Within variant
GPR156	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
HDAC2-AS2	lncRNA	INVh2h	12399270	Inversion	INVh2h:chr6:102725544-115124814	HAP1	C516R_G1_D101	Within variant
HDAC2-AS2	lncRNA	INVt2t	12399253	Inversion	INVt2t:chr6:102725544-115124797	HAP1	C516R_G1_D101	Within variant
RNU6-678P	snRNA	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
TF	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
RAB33B-AS1	lncRNA	INVh2h	36775038	Inversion	INVh2h:chr4:106900927-143675965	HAP1	C516R_G1_A31	Within variant
RAB33B-AS1	lncRNA	INVt2t	36093528	Inversion	INVt2t:chr4:106900927-142994455	HAP1	C516R_G1_A31	Within variant
SLCO2A1	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
AMIGO2	protein_coding	INVt2t	7297656	Inversion	INVt2t:chr12:41084043-48381699	HEK293T	F3R_c5	Within variant
FLNB-AS1	lncRNA	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
FLNB-AS1	lncRNA	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
DNASE1L3	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
DNASE1L3	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
ABHD6	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
ABHD6	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
RPP14	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
RPP14	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
PXK	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
PXK	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
MIR1204	miRNA	DEL	575347	Deletion	DEL:chr8:127771721-128347085	HEK293T	F3R_c5t8	Within variant
PDHB	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
PDHB	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
LINC02432	lncRNA	INVh2h	36775038	Inversion	INVh2h:chr4:106900927-143675965	HAP1	C516R_G1_A31	Within variant
LINC02432	lncRNA	INVt2t	36093528	Inversion	INVt2t:chr4:106900927-142994455	HAP1	C516R_G1_A31	Within variant
RPL34-DT	lncRNA	INVh2h	36775038	Inversion	INVh2h:chr4:106900927-143675965	HAP1	C516R_G1_A31	Within variant
RPL34-DT	lncRNA	INVt2t	36093528	Inversion	INVt2t:chr4:106900927-142994455	HAP1	C516R_G1_A31	Within variant
LEF1-AS1	lncRNA	INVh2h	36775038	Inversion	INVh2h:chr4:106900927-143675965	HAP1	C516R_G1_A31	Within variant
LEF1-AS1	lncRNA	INVt2t	36093528	Inversion	INVt2t:chr4:106900927-142994455	HAP1	C516R_G1_A31	Within variant
MAD2L1-DT	lncRNA	INVh2h	36775038	Inversion	INVh2h:chr4:106900927-143675965	HAP1	C516R_G1_A31	Within variant
MAD2L1-DT	lncRNA	INVt2t	36093528	Inversion	INVt2t:chr4:106900927-142994455	HAP1	C516R_G1_A31	Within variant
LINC01091	lncRNA	INVh2h	36775038	Inversion	INVh2h:chr4:106900927-143675965	HAP1	C516R_G1_A31	Within variant
LINC01091	lncRNA	INVt2t	36093528	Inversion	INVt2t:chr4:106900927-142994455	HAP1	C516R_G1_A31	Within variant
LINC00499	lncRNA	INVh2h	36775038	Inversion	INVh2h:chr4:106900927-143675965	HAP1	C516R_G1_A31	Within variant
LINC00499	lncRNA	INVt2t	36093528	Inversion	INVt2t:chr4:106900927-142994455	HAP1	C516R_G1_A31	Within variant
HTD2	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
HTD2	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
SEC24B-AS1	lncRNA	INVh2h	36775038	Inversion	INVh2h:chr4:106900927-143675965	HAP1	C516R_G1_A31	Within variant
SEC24B-AS1	lncRNA	INVt2t	36093528	Inversion	INVt2t:chr4:106900927-142994455	HAP1	C516R_G1_A31	Within variant
SCOC-AS1	lncRNA	INVh2h	36775038	Inversion	INVh2h:chr4:106900927-143675965	HAP1	C516R_G1_A31	Within variant
SCOC-AS1	lncRNA	INVt2t	36093528	Inversion	INVt2t:chr4:106900927-142994455	HAP1	C516R_G1_A31	Within variant
CYP2U1-AS1	lncRNA	INVh2h	36775038	Inversion	INVh2h:chr4:106900927-143675965	HAP1	C516R_G1_A31	Within variant
CYP2U1-AS1	lncRNA	INVt2t	36093528	Inversion	INVt2t:chr4:106900927-142994455	HAP1	C516R_G1_A31	Within variant
SNHG8	lncRNA	INVh2h	36775038	Inversion	INVh2h:chr4:106900927-143675965	HAP1	C516R_G1_A31	Within variant
SNHG8	lncRNA	INVt2t	36093528	Inversion	INVt2t:chr4:106900927-142994455	HAP1	C516R_G1_A31	Within variant
MIR302CHG	lncRNA	INVh2h	36775038	Inversion	INVh2h:chr4:106900927-143675965	HAP1	C516R_G1_A31	Within variant
MIR302CHG	lncRNA	INVt2t	36093528	Inversion	INVt2t:chr4:106900927-142994455	HAP1	C516R_G1_A31	Within variant
TBC1D9	protein_coding	INVh2h	36775038	Inversion	INVh2h:chr4:106900927-143675965	HAP1	C516R_G1_A31	Within variant
TBC1D9	protein_coding	INVt2t	36093528	Inversion	INVt2t:chr4:106900927-142994455	HAP1	C516R_G1_A31	Within variant
RHOA	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
